"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1774067163294580802","Sat Mar 30 13:32:26 +0000 2024","0","mff bgt gue bkn tipe org yg segabut itu utk memahami kode lu klo emg ada yg mw disampaikan pls lgsng aja gausah pake isyarat yg memusingkan dgn makna berlapis yg tidak berfaedah. Keep it simple and clear please.","1774067163294580802","","","in","","0","0","0","https://x.com/marinettebgnoir/status/1774067163294580802","1235019439457726464","marinettebgnoir"
"1774067149738496198","Sat Mar 30 13:32:23 +0000 2024","0","post-iisma goodness: jd anker (anak kereta)","1774067149738496198","","","in","","0","1","0","https://x.com/pavloveas/status/1774067149738496198","1111917363631263745","pavloveas"
"1774066907962028476","Sat Mar 30 13:31:26 +0000 2024","0","Kemaren dibilang silakan take care of yourself giliran gw beneran ngelakuin itu dibilang lagi gatau terima kasih dan ga pekaan ya mau lu apa sih? Kasitau aja gausah main kode gw gangerti dan gamau ribet jd pls be frontal","1774066907962028476","","","in","","0","0","0","https://x.com/marinettebgnoir/status/1774066907962028476","1235019439457726464","marinettebgnoir"
"1773767319128559749","Sat Mar 30 13:27:46 +0000 2024","0","@nasigoreing DEMIAPAPUN MFF BARU LIATT","1774065987849199708","","nasigoreing","in","","0","1","0","https://x.com/marinettebgnoir/status/1774065987849199708","1235019439457726464","marinettebgnoir"
"1774062414813970590","Sat Mar 30 13:19:04 +0000 2024","0","@hannncill juara 1 harapan gue","1774063795826221115","","hannncill","in","","0","0","0","https://x.com/renlukee/status/1774063795826221115","1408166980444516352","renlukee"
"1774063777975329227","Sat Mar 30 13:18:59 +0000 2024","10","Fase gamon iisma ini kayaknya bakal sembuh kalo dapet kesempatan study abroad lagi dah ","1774063777975329227","","","in","","4","3","4","https://x.com/piririyupi/status/1774063777975329227","1655874266183921669","piririyupi"
"1774063720978858452","Sat Mar 30 13:18:46 +0000 2024","1","Ini bukan program MBKM yang IISMA itu bukan magang tapi pertukaran mahasiswa ke LN jadi jangan bawa MBKM itu beda..krna aku juga termasuk yang ikut Program Kampus Merdeka.","1774063720978858452","","","in","Jakarta Pusat, DKJ ","0","0","0","https://x.com/DiHannn_/status/1774063720978858452","557451211","DiHannn_"
"1774062849142489318","Sat Mar 30 13:15:18 +0000 2024","17","Mau ngulang iisma lagi boleh gasi","1774062849142489318","","","in","","0","5","6","https://x.com/piririyupi/status/1774062849142489318","1655874266183921669","piririyupi"
"1773604435039596837","Sat Mar 30 13:12:31 +0000 2024","1","@kegabutanagata gue dukung","1774062149029273933","","kegabutanagata","in","","0","0","0","https://x.com/soaringcrow_/status/1774062149029273933","1514545687769550852","soaringcrow_"
"1774061571746218194","Sat Mar 30 13:10:13 +0000 2024","0","never have i ever thought bakal kangen nonton windah basudara tp kangen nonton windah basudara sama indira maia","1774061571746218194","","","in","","0","3","0","https://x.com/soaringcrow_/status/1774061571746218194","1514545687769550852","soaringcrow_"
